date_formatted,starting_time_formatted,ending_time_formatted,date,starting_time,ending_time,duration_total_millis,duration_init_millis,duration_active_millis,duration_idle_millis,duration_other_millis,num_init_periods,num_active_periods,num_idle_periods,num_theme_selections,num_interest_point_selections,themeNone,theme0,theme1,theme2,theme3,theme4,ip1,ip2,ip3,ip4,ip5,ip6,ip7,ip8,ip9,ip10,ip11,ip12,ip13,ip14,media-panel-close,media-play,media-pause,media-ended,media-time-changed,nav-reset-home-view,themes-panel-drawer-open,themes-panel-drawer-close,play_auroch_hunt.ogv,play_onager_mother_and_foal.ogv,play_hunting_dog_party.ogv,play_aurochs_horns.ogv,play_asian_onager.ogv,play_cloaked_hunter.ogv,play_aurochs.webm,play_beard_3672.webm,play_olsen_3649.webm,play_abdulaziz_3736.webm,play_khan_3745.webm,play_beard_3670.webm,
2013-01-05 00:00:00.000,2013-01-05 09:37:31.408,2013-01-05 16:41:24.847,1357362000000,1357396651408,1357422084847,25433439,21,7379685,18053733,0,1,38,39,91,102,23,20,19,11,7,11,14,16,2,5,3,11,0,1,6,7,10,12,6,9,12,24,24,6,5,155,65,62,2,7,0,4,0,8,0,2,1,0,0,0,
2013-01-06 00:00:00.000,2013-01-06 10:53:41.007,2013-01-06 16:44:21.841,1357448400000,1357487621007,1357508661841,21040834,21,6706137,14334676,0,1,21,22,82,160,24,20,12,11,10,5,20,9,16,10,14,7,7,10,10,10,15,15,11,6,21,33,33,15,16,145,73,69,2,2,4,4,0,6,1,1,3,4,4,2,
2013-01-08 00:00:00.000,2013-01-08 09:44:27.960,2013-01-08 16:27:46.901,1357621200000,1357656267960,1357680466901,24198941,23,2560714,21638204,0,1,11,12,38,47,11,5,5,7,6,4,7,5,3,2,0,9,0,5,6,0,4,5,1,0,4,9,9,5,1,65,25,24,0,0,0,1,0,2,0,1,2,0,3,0,
2013-01-09 00:00:00.000,2013-01-09 08:48:38.655,2013-01-09 16:42:12.881,1357707600000,1357739318655,1357767732881,28414226,22,935149,27479055,0,1,4,5,5,25,0,1,1,1,1,1,1,2,3,3,0,3,0,1,6,1,0,2,0,3,0,6,6,3,1,11,8,7,0,3,0,0,0,1,1,1,0,0,0,0,
2013-01-10 00:00:00.000,2013-01-10 09:29:39.936,2013-01-10 15:56:21.697,1357794000000,1357828179936,1357851381697,23201761,22,1927038,21274701,0,1,13,14,26,30,10,1,4,6,3,2,5,3,0,3,0,3,1,3,1,2,5,3,0,1,5,11,11,0,1,55,28,25,1,0,0,0,0,2,0,2,2,0,1,3,
2013-01-11 00:00:00.000,2013-01-11 09:10:33.818,2013-01-11 16:03:19.371,1357880400000,1357913433818,1357938199371,24765553,22,2189538,22575993,0,1,13,14,33,36,8,6,6,3,3,7,4,4,2,1,1,5,2,2,4,0,3,2,6,0,1,5,5,1,6,65,28,25,2,0,0,0,0,0,0,0,0,0,3,0,
2013-01-12 00:00:00.000,2013-01-12 09:28:56.015,2013-01-12 16:59:53.130,1357966800000,1358000936015,1358027993130,27057115,42,7829651,19167705,59717,2,33,34,100,119,27,20,12,20,14,7,6,7,10,8,4,6,6,12,5,4,15,24,7,5,19,22,22,16,9,219,67,52,4,4,2,2,2,1,0,2,2,1,2,0,
2013-01-13 00:00:00.000,2013-01-13 11:19:03.024,2013-01-13 16:58:32.800,1358053200000,1358093943024,1358114312800,20369776,38,5634103,14735635,0,1,24,25,132,79,39,19,24,11,25,14,15,14,4,5,5,7,1,3,5,4,7,6,0,3,7,17,17,11,3,187,48,47,2,2,0,3,1,3,0,1,1,1,2,1,
2013-01-15 00:00:00.000,2013-01-15 08:58:26.399,2013-01-15 15:50:51.135,1358226000000,1358258306399,1358283051135,24744736,50,2442611,22097095,204980,2,14,15,35,34,13,9,3,4,4,2,2,3,2,1,3,3,3,2,0,3,3,5,3,1,7,3,3,0,2,70,21,21,0,0,0,0,0,0,2,0,0,1,0,0,
2013-01-16 00:00:00.000,2013-01-16 09:28:59.195,2013-01-16 15:54:10.412,1358312400000,1358346539195,1358369650412,23111217,50,1583246,21527921,0,1,9,10,22,17,5,2,4,5,3,3,2,1,1,2,2,1,1,0,1,1,1,1,1,2,2,8,8,4,0,45,12,12,0,1,1,1,0,2,0,0,1,1,0,1,
2013-01-17 00:00:00.000,2013-01-17 09:48:33.427,2013-01-17 19:37:32.781,1358398800000,1358434113427,1358469452781,35339354,21,2288506,33050827,0,1,15,16,24,41,7,5,2,2,6,2,4,9,5,4,1,1,1,2,3,1,5,1,0,4,4,4,4,1,1,42,14,14,0,0,0,1,0,0,0,0,1,1,1,0,
2013-01-18 00:00:00.000,2013-01-18 09:28:23.445,2013-01-18 16:01:02.810,1358485200000,1358519303445,1358542862810,23559365,20,2356393,21202952,0,1,16,17,18,25,6,4,4,1,3,0,3,3,4,1,1,2,2,1,2,0,3,2,0,1,2,3,3,1,0,37,12,12,1,0,0,1,0,0,0,0,0,0,1,0,
2013-01-19 00:00:00.000,2013-01-19 09:59:54.110,2013-01-19 16:37:05.842,1358571600000,1358607594110,1358631425842,23831732,21,7441694,16390017,0,1,36,37,100,125,26,18,16,16,15,9,9,24,5,9,2,9,8,8,9,3,13,13,5,8,30,14,14,8,10,167,64,62,0,3,2,0,0,3,0,1,0,0,4,1,
2013-01-20 00:00:00.000,2013-01-20 12:04:29.523,2013-01-20 16:55:04.135,1358658000000,1358701469523,1358718904135,17434612,21,7400985,10033606,0,1,25,25,83,162,23,15,8,9,14,14,18,17,11,16,22,8,9,3,9,15,11,9,6,8,34,24,24,11,9,148,63,58,0,0,0,4,1,3,4,1,2,5,2,2,
2013-01-21 00:00:00.000,2013-01-21 09:27:55.629,2013-01-21 16:51:46.920,1358744400000,1358778475629,1358805106920,26631291,21,9524374,17106896,0,1,46,47,163,189,50,23,30,24,19,17,25,26,11,12,4,18,2,9,4,5,36,14,10,13,24,10,10,4,7,291,116,108,3,0,0,2,0,0,0,1,2,0,1,1,
2013-01-22 00:00:00.000,2013-01-22 09:08:44.182,2013-01-22 14:55:53.052,1358830800000,1358863724182,1358884553052,20828870,21,2716483,18112366,0,1,15,16,18,54,5,3,2,2,3,3,14,6,1,1,0,3,6,4,1,2,5,4,2,5,31,2,2,1,0,42,24,20,0,0,0,0,1,1,0,0,0,0,0,0,
2013-01-23 00:00:00.000,2013-01-23 09:07:54.425,2013-01-23 13:56:03.930,1358917200000,1358950074425,1358967363930,17289505,21,521129,16768355,0,1,3,4,1,8,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
2013-01-24 00:00:00.000,2013-01-24 09:21:55.651,2013-01-24 17:12:47.711,1359003600000,1359037315651,1359065567711,28252060,47,2082668,26169345,0,1,12,13,56,27,16,7,9,6,10,8,3,1,0,1,2,5,2,1,3,1,3,1,1,3,3,7,7,0,3,72,16,15,1,1,0,0,0,0,0,2,1,2,0,0,
