date_formatted,starting_time_formatted,ending_time_formatted,date,starting_time,ending_time,duration_millis,num_interest_point_selections,num_theme_selections,num_taps,num_animation_starts,num_animation_stops,num_reset_home_view
2012-12-27 00:00:00.000,2012-12-27 11:34:50.079,2012-12-27 11:36:28.091,1356584400000,1356626090079,1356626188091,98012,0,2,0,1,1,3
2012-12-27 00:00:00.000,2012-12-27 11:48:40.005,2012-12-27 11:53:09.413,1356584400000,1356626920005,1356627189413,269408,8,6,3,105,105,16
2012-12-27 00:00:00.000,2012-12-27 11:54:55.089,2012-12-27 11:56:28.151,1356584400000,1356627295089,1356627388151,93062,0,0,0,4,3,1
2012-12-27 00:00:00.000,2012-12-27 11:59:08.089,2012-12-27 12:01:15.120,1356584400000,1356627548089,1356627675120,127031,1,2,0,33,33,3
2012-12-27 00:00:00.000,2012-12-27 12:06:27.041,2012-12-27 12:12:33.104,1356584400000,1356627987041,1356628353104,366063,11,4,6,27,27,5
2012-12-27 00:00:00.000,2012-12-27 12:19:58.630,2012-12-27 12:21:36.667,1356584400000,1356628798630,1356628896667,98037,1,0,0,2,2,1
2012-12-27 00:00:00.000,2012-12-27 12:23:30.750,2012-12-27 12:25:07.818,1356584400000,1356629010750,1356629107818,97068,0,2,0,2,2,4
2012-12-27 00:00:00.000,2012-12-27 12:25:42.182,2012-12-27 12:27:29.216,1356584400000,1356629142182,1356629249216,107034,1,0,0,2,2,1
2012-12-27 00:00:00.000,2012-12-27 12:27:32.934,2012-12-27 12:41:00.990,1356584400000,1356629252934,1356630060990,808056,11,0,20,24,24,1
2012-12-27 00:00:00.000,2012-12-27 12:48:12.881,2012-12-27 12:51:37.917,1356584400000,1356630492881,1356630697917,205036,3,1,4,15,15,4
2012-12-27 00:00:00.000,2012-12-27 13:01:36.552,2012-12-27 13:04:37.576,1356584400000,1356631296552,1356631477576,181024,0,7,3,39,39,8
2012-12-27 00:00:00.000,2012-12-27 13:17:14.437,2012-12-27 13:21:35.507,1356584400000,1356632234437,1356632495507,261070,6,0,2,38,38,7
2012-12-27 00:00:00.000,2012-12-27 13:22:50.000,2012-12-27 13:26:10.026,1356584400000,1356632570000,1356632770026,200026,1,0,3,5,5,1
2012-12-27 00:00:00.000,2012-12-27 13:27:12.731,2012-12-27 13:30:21.769,1356584400000,1356632832731,1356633021769,189038,4,5,2,33,33,6
2012-12-27 00:00:00.000,2012-12-27 13:40:57.373,2012-12-27 13:49:36.440,1356584400000,1356633657373,1356634176440,519067,29,12,22,51,51,26
2012-12-27 00:00:00.000,2012-12-27 13:52:39.937,2012-12-27 13:55:14.975,1356584400000,1356634359937,1356634514975,155038,0,2,1,6,6,5
2012-12-27 00:00:00.000,2012-12-27 13:58:33.983,2012-12-27 14:02:19.012,1356584400000,1356634713983,1356634939012,225029,5,0,11,6,6,1
2012-12-27 00:00:00.000,2012-12-27 14:04:56.421,2012-12-27 14:06:31.446,1356584400000,1356635096421,1356635191446,95025,0,0,0,2,2,1
2012-12-27 00:00:00.000,2012-12-27 14:10:02.021,2012-12-27 14:12:00.049,1356584400000,1356635402021,1356635520049,118028,1,0,1,3,3,1
2012-12-27 00:00:00.000,2012-12-27 14:18:12.290,2012-12-27 14:21:28.324,1356584400000,1356635892290,1356636088324,196034,4,1,8,8,8,2
2012-12-27 00:00:00.000,2012-12-27 14:21:40.017,2012-12-27 14:23:18.048,1356584400000,1356636100017,1356636198048,98031,0,0,0,2,2,1
2012-12-27 00:00:00.000,2012-12-27 14:26:56.498,2012-12-27 14:30:26.917,1356584400000,1356636416498,1356636626917,210419,11,6,7,36,36,8
2012-12-27 00:00:00.000,2012-12-27 14:30:40.765,2012-12-27 14:38:20.826,1356584400000,1356636640765,1356637100826,460061,14,5,8,25,25,8
2012-12-27 00:00:00.000,2012-12-27 14:39:10.208,2012-12-27 14:42:47.112,1356584400000,1356637150208,1356637367112,216904,9,0,6,15,16,3
2012-12-27 00:00:00.000,2012-12-27 14:46:24.789,2012-12-27 14:47:58.816,1356584400000,1356637584789,1356637678816,94027,0,0,0,2,1,1
2012-12-27 00:00:00.000,2012-12-27 15:00:31.598,2012-12-27 15:06:12.636,1356584400000,1356638431598,1356638772636,341038,11,0,10,17,17,1
2012-12-27 00:00:00.000,2012-12-27 15:14:29.976,2012-12-27 15:19:03.016,1356584400000,1356639269976,1356639543016,273040,7,0,9,15,15,1
2012-12-27 00:00:00.000,2012-12-27 15:26:54.710,2012-12-27 15:28:32.764,1356584400000,1356640014710,1356640112764,98054,1,0,0,2,2,1
2012-12-27 00:00:00.000,2012-12-27 15:31:38.805,2012-12-27 15:38:35.837,1356584400000,1356640298805,1356640715837,417032,7,18,2,69,69,21
2012-12-27 00:00:00.000,2012-12-27 15:44:47.988,2012-12-27 15:51:24.320,1356584400000,1356641087988,1356641484320,396332,4,1,0,31,32,2
2012-12-27 00:00:00.000,2012-12-27 15:52:44.433,2012-12-27 15:56:30.500,1356584400000,1356641564433,1356641790500,226067,6,0,15,11,10,2
2012-12-27 00:00:00.000,2012-12-27 16:15:05.508,2012-12-27 16:17:11.545,1356584400000,1356642905508,1356643031545,126037,2,0,1,2,2,1
2012-12-27 00:00:00.000,2012-12-27 16:28:01.816,2012-12-27 16:32:33.842,1356584400000,1356643681816,1356643953842,272026,4,12,5,30,30,15
2012-12-27 00:00:00.000,2012-12-27 17:57:34.210,2012-12-27 17:59:33.243,1356584400000,1356649054210,1356649173243,119033,2,0,2,3,3,1
2012-12-27 00:00:00.000,2012-12-27 18:01:31.791,2012-12-27 18:03:49.248,1356584400000,1356649291791,1356649429248,137457,4,0,3,54,54,5
2012-12-27 00:00:00.000,2012-12-27 18:05:14.181,2012-12-27 18:06:47.193,1356584400000,1356649514181,1356649607193,93012,0,1,0,3,4,2
2012-12-27 00:00:00.000,2012-12-27 18:23:53.859,2012-12-27 18:26:07.893,1356584400000,1356650633859,1356650767893,134034,1,5,1,34,33,6
2012-12-27 00:00:00.000,2012-12-27 19:11:53.024,2012-12-27 19:13:37.092,1356584400000,1356653513024,1356653617092,104068,0,0,0,2,2,1
2012-12-28 00:00:00.000,2012-12-28 10:42:04.803,2012-12-28 10:45:18.836,1356670800000,1356709324803,1356709518836,194033,0,8,1,6,5,9
2012-12-28 00:00:00.000,2012-12-28 10:59:21.846,2012-12-28 11:01:35.875,1356670800000,1356710361846,1356710495875,134029,0,0,0,2,2,1
2012-12-28 00:00:00.000,2012-12-28 11:09:33.532,2012-12-28 11:13:41.556,1356670800000,1356710973532,1356711221556,248024,6,0,3,6,6,1
2012-12-28 00:00:00.000,2012-12-28 11:17:05.936,2012-12-28 11:19:58.000,1356670800000,1356711425936,1356711598000,172064,5,1,1,7,7,2
2012-12-28 00:00:00.000,2012-12-28 11:24:53.059,2012-12-28 11:26:40.097,1356670800000,1356711893059,1356712000097,107038,1,4,2,31,31,5
2012-12-28 00:00:00.000,2012-12-28 11:27:21.863,2012-12-28 11:29:39.896,1356670800000,1356712041863,1356712179896,138033,1,4,1,17,17,5
2012-12-28 00:00:00.000,2012-12-28 11:40:06.410,2012-12-28 11:42:04.444,1356670800000,1356712806410,1356712924444,118034,0,0,0,5,5,1
2012-12-28 00:00:00.000,2012-12-28 11:51:18.233,2012-12-28 11:53:24.272,1356670800000,1356713478233,1356713604272,126039,0,10,0,2,2,11
2012-12-28 00:00:00.000,2012-12-28 11:53:38.416,2012-12-28 11:57:06.458,1356670800000,1356713618416,1356713826458,208042,2,1,3,7,7,2
2012-12-28 00:00:00.000,2012-12-28 11:58:21.019,2012-12-28 12:00:19.047,1356670800000,1356713901019,1356714019047,118028,0,0,1,2,2,1
2012-12-28 00:00:00.000,2012-12-28 12:01:23.384,2012-12-28 12:04:22.446,1356670800000,1356714083384,1356714262446,179062,2,0,1,9,9,1
2012-12-28 00:00:00.000,2012-12-28 12:05:28.251,2012-12-28 12:07:46.284,1356670800000,1356714328251,1356714466284,138033,2,0,1,5,5,2
2012-12-28 00:00:00.000,2012-12-28 12:09:45.345,2012-12-28 12:11:21.366,1356670800000,1356714585345,1356714681366,96021,0,0,0,2,2,1
2012-12-28 00:00:00.000,2012-12-28 12:15:33.454,2012-12-28 12:19:31.491,1356670800000,1356714933454,1356715171491,238037,1,1,0,9,9,3
2012-12-28 00:00:00.000,2012-12-28 12:26:07.787,2012-12-28 12:36:37.847,1356670800000,1356715567787,1356716197847,630060,39,11,34,89,89,20
2012-12-28 00:00:00.000,2012-12-28 12:39:03.740,2012-12-28 12:43:10.766,1356670800000,1356716343740,1356716590766,247026,9,0,12,22,22,1
2012-12-28 00:00:00.000,2012-12-28 12:44:37.271,2012-12-28 12:48:55.299,1356670800000,1356716677271,1356716935299,258028,1,0,4,5,5,1
2012-12-28 00:00:00.000,2012-12-28 12:50:04.590,2012-12-28 12:52:08.653,1356670800000,1356717004590,1356717128653,124063,0,5,2,21,21,6
2012-12-28 00:00:00.000,2012-12-28 12:56:27.260,2012-12-28 13:03:01.291,1356670800000,1356717387260,1356717781291,394031,11,0,20,17,17,1
2012-12-28 00:00:00.000,2012-12-28 13:06:37.580,2012-12-28 13:12:04.604,1356670800000,1356717997580,1356718324604,327024,5,6,9,48,48,7
2012-12-28 00:00:00.000,2012-12-28 13:12:29.803,2012-12-28 13:17:40.836,1356670800000,1356718349803,1356718660836,311033,2,0,5,6,6,1
2012-12-28 00:00:00.000,2012-12-28 13:17:55.677,2012-12-28 13:20:38.716,1356670800000,1356718675677,1356718838716,163039,0,1,1,32,32,2
2012-12-28 00:00:00.000,2012-12-28 13:23:49.886,2012-12-28 13:26:53.917,1356670800000,1356719029886,1356719213917,184031,3,1,2,26,26,5
2012-12-28 00:00:00.000,2012-12-28 13:28:19.656,2012-12-28 13:43:02.104,1356670800000,1356719299656,1356720182104,882448,22,3,25,117,118,9
2012-12-28 00:00:00.000,2012-12-28 13:43:03.881,2012-12-28 13:46:59.919,1356670800000,1356720183881,1356720419919,236038,1,3,1,9,8,4
2012-12-28 00:00:00.000,2012-12-28 13:47:41.218,2012-12-28 13:49:12.548,1356670800000,1356720461218,1356720552548,91330,0,0,0,27,28,1
2012-12-28 00:00:00.000,2012-12-28 13:54:57.380,2012-12-28 13:56:56.414,1356670800000,1356720897380,1356721016414,119034,0,0,0,5,4,1
2012-12-28 00:00:00.000,2012-12-28 13:57:18.046,2012-12-28 13:58:49.401,1356670800000,1356721038046,1356721129401,91355,0,0,0,23,24,1
2012-12-28 00:00:00.000,2012-12-28 14:02:17.734,2012-12-28 14:03:58.769,1356670800000,1356721337734,1356721438769,101035,2,0,2,4,3,1
2012-12-28 00:00:00.000,2012-12-28 14:04:32.223,2012-12-28 14:06:45.280,1356670800000,1356721472223,1356721605280,133057,0,0,1,2,2,1
2012-12-28 00:00:00.000,2012-12-28 14:08:25.770,2012-12-28 14:10:13.801,1356670800000,1356721705770,1356721813801,108031,4,1,3,8,8,2
2012-12-28 00:00:00.000,2012-12-28 14:12:09.778,2012-12-28 14:17:31.816,1356670800000,1356721929778,1356722251816,322038,7,6,7,16,16,9
2012-12-28 00:00:00.000,2012-12-28 14:19:50.618,2012-12-28 14:22:51.688,1356670800000,1356722390618,1356722571688,181070,3,5,2,33,33,8
2012-12-28 00:00:00.000,2012-12-28 14:25:18.718,2012-12-28 14:32:42.752,1356670800000,1356722718718,1356723162752,444034,15,3,13,45,45,21
2012-12-28 00:00:00.000,2012-12-28 14:34:31.767,2012-12-28 14:37:01.795,1356670800000,1356723271767,1356723421795,150028,2,1,2,36,36,2
2012-12-28 00:00:00.000,2012-12-28 14:38:52.768,2012-12-28 14:46:50.808,1356670800000,1356723532768,1356724010808,478040,10,0,14,10,10,1
2012-12-28 00:00:00.000,2012-12-28 14:58:22.549,2012-12-28 15:03:38.584,1356670800000,1356724702549,1356725018584,316035,7,1,10,42,42,2
2012-12-28 00:00:00.000,2012-12-28 15:17:54.750,2012-12-28 15:22:40.785,1356670800000,1356725874750,1356726160785,286035,6,16,7,25,25,19
2012-12-28 00:00:00.000,2012-12-28 15:25:17.637,2012-12-28 15:27:11.674,1356670800000,1356726317637,1356726431674,114037,1,0,1,2,2,1
2012-12-28 00:00:00.000,2012-12-28 15:35:56.011,2012-12-28 15:38:46.070,1356670800000,1356726956011,1356727126070,170059,1,0,4,5,5,1
2012-12-28 00:00:00.000,2012-12-28 15:41:03.742,2012-12-28 15:42:35.055,1356670800000,1356727263742,1356727355055,91313,0,0,0,29,30,1
2012-12-28 00:00:00.000,2012-12-28 15:44:03.235,2012-12-28 15:46:16.270,1356670800000,1356727443235,1356727576270,133035,3,0,1,9,8,1
2012-12-28 00:00:00.000,2012-12-28 15:57:51.344,2012-12-28 16:01:47.378,1356670800000,1356728271344,1356728507378,236034,9,0,4,8,8,2
2012-12-28 00:00:00.000,2012-12-28 16:22:27.159,2012-12-28 16:24:23.552,1356670800000,1356729747159,1356729863552,116393,2,0,1,21,22,2
2012-12-28 00:00:00.000,2012-12-28 16:28:28.157,2012-12-28 16:30:26.194,1356670800000,1356730108157,1356730226194,118037,0,3,0,4,3,4
2012-12-28 00:00:00.000,2012-12-28 16:48:56.504,2012-12-28 16:49:58.792,1356670800000,1356731336504,1356731398792,62288,2,4,2,5,6,4
2012-12-29 00:00:00.000,2012-12-29 11:13:32.671,2012-12-29 11:15:10.698,1356757200000,1356797612671,1356797710698,98027,0,1,1,3,2,2
2012-12-29 00:00:00.000,2012-12-29 11:45:34.185,2012-12-29 11:47:08.209,1356757200000,1356799534185,1356799628209,94024,0,0,0,2,2,1
2012-12-29 00:00:00.000,2012-12-29 12:06:49.656,2012-12-29 12:08:43.691,1356757200000,1356800809656,1356800923691,114035,1,0,3,7,7,1
2012-12-29 00:00:00.000,2012-12-29 12:26:02.724,2012-12-29 12:29:28.751,1356757200000,1356801962724,1356802168751,206027,2,0,7,25,25,1
2012-12-29 00:00:00.000,2012-12-29 12:37:08.940,2012-12-29 12:39:51.966,1356757200000,1356802628940,1356802791966,163026,0,11,0,30,30,12
2012-12-29 00:00:00.000,2012-12-29 12:45:20.725,2012-12-29 12:46:57.761,1356757200000,1356803120725,1356803217761,97036,0,0,0,2,2,1
2012-12-29 00:00:00.000,2012-12-29 12:59:04.173,2012-12-29 13:01:55.230,1356757200000,1356803944173,1356804115230,171057,3,0,5,5,5,1
2012-12-29 00:00:00.000,2012-12-29 13:13:52.763,2012-12-29 13:15:28.803,1356757200000,1356804832763,1356804928803,96040,1,0,0,2,2,1
2012-12-29 00:00:00.000,2012-12-29 13:16:36.228,2012-12-29 13:18:31.298,1356757200000,1356804996228,1356805111298,115070,1,0,0,3,3,1
2012-12-29 00:00:00.000,2012-12-29 13:31:31.716,2012-12-29 13:33:05.754,1356757200000,1356805891716,1356805985754,94038,0,0,0,2,2,1
2012-12-29 00:00:00.000,2012-12-29 13:53:47.177,2012-12-29 13:59:13.237,1356757200000,1356807227177,1356807553237,326060,8,0,11,6,6,1
2012-12-29 00:00:00.000,2012-12-29 14:09:33.292,2012-12-29 14:11:45.318,1356757200000,1356808173292,1356808305318,132026,0,8,0,10,10,9
2012-12-29 00:00:00.000,2012-12-29 14:17:21.472,2012-12-29 14:19:05.512,1356757200000,1356808641472,1356808745512,104040,1,0,1,2,2,1
2012-12-29 00:00:00.000,2012-12-29 14:27:07.706,2012-12-29 14:33:36.765,1356757200000,1356809227706,1356809616765,389059,5,10,7,44,44,18
2012-12-29 00:00:00.000,2012-12-29 14:35:42.712,2012-12-29 14:38:17.734,1356757200000,1356809742712,1356809897734,155022,3,1,2,6,6,2
2012-12-29 00:00:00.000,2012-12-29 14:45:59.274,2012-12-29 14:48:59.340,1356757200000,1356810359274,1356810539340,180066,3,1,2,5,5,2
2012-12-29 00:00:00.000,2012-12-29 14:50:33.665,2012-12-29 14:52:05.828,1356757200000,1356810633665,1356810725828,92163,0,0,0,20,21,1
2012-12-29 00:00:00.000,2012-12-29 15:11:42.531,2012-12-29 15:13:59.558,1356757200000,1356811902531,1356812039558,137027,8,0,6,6,5,1
2012-12-29 00:00:00.000,2012-12-29 15:22:56.341,2012-12-29 15:24:53.363,1356757200000,1356812576341,1356812693363,117022,3,0,2,5,5,1
2012-12-29 00:00:00.000,2012-12-29 15:37:02.243,2012-12-29 15:41:02.275,1356757200000,1356813422243,1356813662275,240032,0,5,19,16,16,6
2012-12-29 00:00:00.000,2012-12-29 15:52:25.124,2012-12-29 15:54:18.191,1356757200000,1356814345124,1356814458191,113067,0,1,0,20,20,2
2012-12-29 00:00:00.000,2012-12-29 16:13:47.479,2012-12-29 16:20:06.550,1356757200000,1356815627479,1356816006550,379071,4,0,4,12,12,3
2012-12-29 00:00:00.000,2012-12-29 16:26:53.210,2012-12-29 16:29:29.273,1356757200000,1356816413210,1356816569273,156063,1,15,1,15,15,16
2012-12-30 00:00:00.000,2012-12-30 12:28:22.906,2012-12-30 12:29:56.941,1356843600000,1356888502906,1356888596941,94035,0,0,0,3,2,1
2012-12-30 00:00:00.000,2012-12-30 12:34:46.228,2012-12-30 12:36:48.263,1356843600000,1356888886228,1356889008263,122035,0,2,1,4,4,3
2012-12-30 00:00:00.000,2012-12-30 12:37:43.104,2012-12-30 12:40:00.136,1356843600000,1356889063104,1356889200136,137032,0,6,1,42,42,7
2012-12-30 00:00:00.000,2012-12-30 12:52:50.564,2012-12-30 12:55:53.601,1356843600000,1356889970564,1356890153601,183037,1,0,0,5,5,2
2012-12-30 00:00:00.000,2012-12-30 12:56:00.936,2012-12-30 12:58:16.975,1356843600000,1356890160936,1356890296975,136039,1,0,3,4,4,1
2012-12-30 00:00:00.000,2012-12-30 13:04:37.200,2012-12-30 13:06:08.591,1356843600000,1356890677200,1356890768591,91391,0,0,0,31,32,1
2012-12-30 00:00:00.000,2012-12-30 13:07:38.152,2012-12-30 13:09:08.161,1356843600000,1356890858152,1356890948161,90009,0,0,0,5,5,1
2012-12-30 00:00:00.000,2012-12-30 13:10:02.502,2012-12-30 13:17:03.572,1356843600000,1356891002502,1356891423572,421070,9,1,9,13,12,18
2012-12-30 00:00:00.000,2012-12-30 13:18:42.217,2012-12-30 13:30:24.285,1356843600000,1356891522217,1356892224285,702068,24,0,12,32,32,2
2012-12-30 00:00:00.000,2012-12-30 13:31:47.449,2012-12-30 13:39:44.886,1356843600000,1356892307449,1356892784886,477437,16,6,11,69,70,8
2012-12-30 00:00:00.000,2012-12-30 13:41:47.132,2012-12-30 13:46:15.432,1356843600000,1356892907132,1356893175432,268300,2,1,1,28,28,4
2012-12-30 00:00:00.000,2012-12-30 13:48:44.576,2012-12-30 13:54:05.614,1356843600000,1356893324576,1356893645614,321038,6,0,7,10,9,1
2012-12-30 00:00:00.000,2012-12-30 13:55:07.970,2012-12-30 13:58:18.026,1356843600000,1356893707970,1356893898026,190056,0,14,2,3,3,16
2012-12-30 00:00:00.000,2012-12-30 14:04:37.179,2012-12-30 14:11:40.241,1356843600000,1356894277179,1356894700241,423062,7,3,9,25,25,4
2012-12-30 00:00:00.000,2012-12-30 14:17:59.901,2012-12-30 14:24:04.969,1356843600000,1356895079901,1356895444969,365068,13,1,12,44,44,11
2012-12-30 00:00:00.000,2012-12-30 14:26:02.501,2012-12-30 14:31:28.566,1356843600000,1356895562501,1356895888566,326065,4,2,8,37,37,6
2012-12-30 00:00:00.000,2012-12-30 14:37:01.323,2012-12-30 14:42:23.349,1356843600000,1356896221323,1356896543349,322026,13,4,11,26,26,5
2012-12-30 00:00:00.000,2012-12-30 14:46:32.197,2012-12-30 14:51:01.232,1356843600000,1356896792197,1356897061232,269035,0,6,2,6,6,7
2012-12-30 00:00:00.000,2012-12-30 14:51:41.271,2012-12-30 14:53:17.305,1356843600000,1356897101271,1356897197305,96034,0,0,0,2,2,1
2012-12-30 00:00:00.000,2012-12-30 14:56:26.547,2012-12-30 15:01:00.581,1356843600000,1356897386547,1356897660581,274034,4,1,5,7,7,2
2012-12-30 00:00:00.000,2012-12-30 15:10:38.041,2012-12-30 15:12:19.049,1356843600000,1356898238041,1356898339049,101008,0,5,0,1,2,6
2012-12-30 00:00:00.000,2012-12-30 15:13:10.767,2012-12-30 15:22:44.822,1356843600000,1356898390767,1356898964822,574055,17,33,27,41,40,37
2012-12-30 00:00:00.000,2012-12-30 15:25:40.258,2012-12-30 15:27:11.520,1356843600000,1356899140258,1356899231520,91262,0,0,0,19,20,1
2012-12-30 00:00:00.000,2012-12-30 15:29:09.009,2012-12-30 15:30:53.037,1356843600000,1356899349009,1356899453037,104028,1,0,1,3,2,1
2012-12-30 00:00:00.000,2012-12-30 15:35:35.191,2012-12-30 15:37:36.232,1356843600000,1356899735191,1356899856232,121041,1,0,3,3,3,1
2012-12-30 00:00:00.000,2012-12-30 15:58:23.636,2012-12-30 16:00:37.676,1356843600000,1356901103636,1356901237676,134040,0,0,0,3,3,1
2012-12-30 00:00:00.000,2012-12-30 16:03:59.475,2012-12-30 16:07:13.486,1356843600000,1356901439475,1356901633486,194011,0,5,1,54,55,6
2012-12-30 00:00:00.000,2012-12-30 16:09:08.847,2012-12-30 16:11:24.877,1356843600000,1356901748847,1356901884877,136030,0,0,2,2,1,1
2012-12-30 00:00:00.000,2012-12-30 16:22:38.994,2012-12-30 16:27:47.059,1356843600000,1356902558994,1356902867059,308065,2,9,8,7,7,10
2012-12-30 00:00:00.000,2012-12-30 16:33:37.649,2012-12-30 16:38:04.710,1356843600000,1356903217649,1356903484710,267061,3,0,1,5,5,1
2012-12-30 00:00:00.000,2012-12-30 16:39:20.137,2012-12-30 16:46:09.167,1356843600000,1356903560137,1356903969167,409030,6,0,10,11,11,5
2012-12-31 00:00:00.000,2012-12-31 09:57:01.475,2012-12-31 10:00:04.504,1356930000000,1356965821475,1356966004504,183029,2,0,2,20,20,3
2012-12-31 00:00:00.000,2012-12-31 10:36:40.904,2012-12-31 10:38:14.934,1356930000000,1356968200904,1356968294934,94030,0,0,0,3,2,1
2012-12-31 00:00:00.000,2012-12-31 10:45:47.426,2012-12-31 10:49:00.455,1356930000000,1356968747426,1356968940455,193029,2,0,4,7,7,1
2012-12-31 00:00:00.000,2012-12-31 11:08:05.573,2012-12-31 11:09:38.638,1356930000000,1356970085573,1356970178638,93065,0,0,0,2,2,1
2012-12-31 00:00:00.000,2012-12-31 11:12:16.211,2012-12-31 11:14:35.496,1356930000000,1356970336211,1356970475496,139285,0,0,0,11,12,2
2012-12-31 00:00:00.000,2012-12-31 11:29:44.805,2012-12-31 11:31:37.832,1356930000000,1356971384805,1356971497832,113027,2,2,1,3,2,3
2012-12-31 00:00:00.000,2012-12-31 11:35:14.373,2012-12-31 11:39:32.438,1356930000000,1356971714373,1356971972438,258065,1,7,3,24,24,8
2012-12-31 00:00:00.000,2012-12-31 11:41:59.154,2012-12-31 11:48:58.214,1356930000000,1356972119154,1356972538214,419060,4,4,13,9,9,6
2012-12-31 00:00:00.000,2012-12-31 11:52:16.624,2012-12-31 11:53:55.654,1356930000000,1356972736624,1356972835654,99030,0,0,0,2,2,1
2012-12-31 00:00:00.000,2012-12-31 12:10:22.715,2012-12-31 12:12:10.749,1356930000000,1356973822715,1356973930749,108034,0,0,3,2,2,1
2012-12-31 00:00:00.000,2012-12-31 12:15:35.516,2012-12-31 12:17:15.574,1356930000000,1356974135516,1356974235574,100058,0,0,0,2,2,1
2012-12-31 00:00:00.000,2012-12-31 12:18:49.004,2012-12-31 12:21:54.036,1356930000000,1356974329004,1356974514036,185032,1,1,1,3,3,3
2012-12-31 00:00:00.000,2012-12-31 12:33:34.498,2012-12-31 12:41:17.553,1356930000000,1356975214498,1356975677553,463055,14,0,9,34,34,8
2012-12-31 00:00:00.000,2012-12-31 12:44:21.022,2012-12-31 12:47:58.398,1356930000000,1356975861022,1356976078398,217376,2,0,4,16,17,4
2012-12-31 00:00:00.000,2012-12-31 12:51:39.413,2012-12-31 12:53:09.416,1356930000000,1356976299413,1356976389416,90003,0,0,0,0,0,1
2012-12-31 00:00:00.000,2012-12-31 12:53:51.640,2012-12-31 13:00:19.706,1356930000000,1356976431640,1356976819706,388066,4,1,11,29,28,10
2012-12-31 00:00:00.000,2012-12-31 13:05:11.003,2012-12-31 13:07:36.032,1356930000000,1356977111003,1356977256032,145029,0,0,0,3,3,1
2012-12-31 00:00:00.000,2012-12-31 13:50:54.031,2012-12-31 13:53:17.095,1356930000000,1356979854031,1356979997095,143064,2,6,2,3,3,7
2012-12-31 00:00:00.000,2012-12-31 13:58:05.481,2012-12-31 13:59:35.844,1356930000000,1356980285481,1356980375844,90363,0,0,0,1,2,1
2012-12-31 00:00:00.000,2012-12-31 14:09:08.697,2012-12-31 14:11:42.765,1356930000000,1356980948697,1356981102765,154068,1,1,9,2,1,2
2012-12-31 00:00:00.000,2012-12-31 14:16:20.565,2012-12-31 14:18:11.590,1356930000000,1356981380565,1356981491590,111025,0,0,1,4,4,1
2012-12-31 00:00:00.000,2012-12-31 14:22:29.961,2012-12-31 14:26:35.996,1356930000000,1356981749961,1356981995996,246035,8,20,4,13,13,21
2012-12-31 00:00:00.000,2012-12-31 14:27:12.696,2012-12-31 14:32:39.155,1356930000000,1356982032696,1356982359155,326459,11,3,13,49,49,10
2012-12-31 00:00:00.000,2012-12-31 14:32:43.147,2012-12-31 14:34:45.174,1356930000000,1356982363147,1356982485174,122027,1,0,1,7,7,4
2012-12-31 00:00:00.000,2012-12-31 14:34:54.479,2012-12-31 14:37:13.517,1356930000000,1356982494479,1356982633517,139038,2,0,2,4,4,1
2012-12-31 00:00:00.000,2012-12-31 14:38:12.952,2012-12-31 14:40:11.022,1356930000000,1356982692952,1356982811022,118070,2,3,3,2,2,12
2012-12-31 00:00:00.000,2012-12-31 14:45:20.937,2012-12-31 14:47:27.969,1356930000000,1356983120937,1356983247969,127032,0,10,0,4,4,11
2012-12-31 00:00:00.000,2012-12-31 14:55:34.046,2012-12-31 14:59:05.114,1356930000000,1356983734046,1356983945114,211068,4,3,1,32,32,7
2012-12-31 00:00:00.000,2012-12-31 15:22:03.456,2012-12-31 15:24:14.493,1356930000000,1356985323456,1356985454493,131037,2,0,2,5,5,2
2012-12-31 00:00:00.000,2012-12-31 15:32:42.696,2012-12-31 15:36:54.728,1356930000000,1356985962696,1356986214728,252032,4,0,4,6,6,4
2012-12-31 00:00:00.000,2012-12-31 15:39:11.204,2012-12-31 15:40:50.213,1356930000000,1356986351204,1356986450213,99009,0,2,0,1,2,3
2012-12-31 00:00:00.000,2012-12-31 15:41:23.346,2012-12-31 15:46:32.370,1356930000000,1356986483346,1356986792370,309024,3,0,6,5,4,1
2012-12-31 00:00:00.000,2012-12-31 15:46:39.016,2012-12-31 15:48:29.076,1356930000000,1356986799016,1356986909076,110060,1,2,1,3,3,3
2012-12-31 00:00:00.000,2012-12-31 16:06:38.351,2012-12-31 16:08:20.380,1356930000000,1356987998351,1356988100380,102029,1,0,0,2,2,1
2012-12-31 00:00:00.000,2012-12-31 16:18:06.671,2012-12-31 16:20:16.705,1356930000000,1356988686671,1356988816705,130034,3,1,3,5,5,2
2012-12-31 00:00:00.000,2012-12-31 16:22:53.144,2012-12-31 16:24:50.180,1356930000000,1356988973144,1356989090180,117036,1,0,0,3,3,1
2013-01-02 00:00:00.000,2013-01-02 10:43:33.595,2013-01-02 10:47:25.625,1357102800000,1357141413595,1357141645625,232030,9,0,7,14,13,2
2013-01-02 00:00:00.000,2013-01-02 11:01:11.710,2013-01-02 11:02:56.741,1357102800000,1357142471710,1357142576741,105031,0,0,4,2,2,1
2013-01-02 00:00:00.000,2013-01-02 11:37:18.973,2013-01-02 11:43:37.000,1357102800000,1357144638973,1357145017000,378027,25,1,17,37,37,2
2013-01-02 00:00:00.000,2013-01-02 11:45:38.379,2013-01-02 11:51:56.432,1357102800000,1357145138379,1357145516432,378053,8,2,12,13,13,3
