2012-11-20 00:00:00.000,2012-11-20 12:16:52.427,1353387600000,1353431812427,init-start,
2012-11-20 00:00:00.000,2012-11-20 12:16:52.445,1353387600000,1353431812445,init-finish,
2012-11-20 00:00:00.000,2012-11-20 12:16:52.489,1353387600000,1353431812489,idle-screen-visible,
2012-11-20 00:00:00.000,2012-11-20 12:16:53.884,1353387600000,1353431813884,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:16:53.891,1353387600000,1353431813891,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:16:55.118,1353387600000,1353431815118,idle-screen-hidden,
2012-11-20 00:00:00.000,2012-11-20 12:16:59.310,1353387600000,1353431819310,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:17:05.857,1353387600000,1353431825857,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:17:09.303,1353387600000,1353431829303,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:17:09.317,1353387600000,1353431829317,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:17:11.088,1353387600000,1353431831088,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:17:11.090,1353387600000,1353431831090,nav-theme-change,theme1
2012-11-20 00:00:00.000,2012-11-20 12:17:11.763,1353387600000,1353431831763,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:17:11.765,1353387600000,1353431831765,nav-theme-change,theme2
2012-11-20 00:00:00.000,2012-11-20 12:17:15.561,1353387600000,1353431835561,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:17:23.106,1353387600000,1353431843106,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:17:26.683,1353387600000,1353431846683,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:06.285,1353387600000,1353431886285,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:06.316,1353387600000,1353431886316,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:06.409,1353387600000,1353431886409,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:06.419,1353387600000,1353431886419,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:06.566,1353387600000,1353431886566,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:06.573,1353387600000,1353431886573,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:06.831,1353387600000,1353431886831,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:06.847,1353387600000,1353431886847,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:07.345,1353387600000,1353431887345,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:07.362,1353387600000,1353431887362,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:16.806,1353387600000,1353431896806,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:18:16.814,1353387600000,1353431896814,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:17.404,1353387600000,1353431897404,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:18:19.886,1353387600000,1353431899886,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:26.742,1353387600000,1353431906742,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:18:26.766,1353387600000,1353431906766,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:26.783,1353387600000,1353431906783,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:26.829,1353387600000,1353431906829,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:26.837,1353387600000,1353431906837,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:26.891,1353387600000,1353431906891,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:26.900,1353387600000,1353431906900,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:26.954,1353387600000,1353431906954,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:26.961,1353387600000,1353431906961,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.020,1353387600000,1353431907020,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.063,1353387600000,1353431907063,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.070,1353387600000,1353431907070,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.172,1353387600000,1353431907172,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.181,1353387600000,1353431907181,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.292,1353387600000,1353431907292,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.359,1353387600000,1353431907359,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.387,1353387600000,1353431907387,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.492,1353387600000,1353431907492,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.578,1353387600000,1353431907578,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.594,1353387600000,1353431907594,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.843,1353387600000,1353431907843,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:27.859,1353387600000,1353431907859,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:28.373,1353387600000,1353431908373,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:28.389,1353387600000,1353431908389,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:34.108,1353387600000,1353431914108,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:18:38.054,1353387600000,1353431918054,themes-panel-drawer-close,
2012-11-20 00:00:00.000,2012-11-20 12:18:38.065,1353387600000,1353431918065,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:38.061,1353387600000,1353431918061,nav-interest-point,ip11
2012-11-20 00:00:00.000,2012-11-20 12:18:40.556,1353387600000,1353431920556,nav-move-finish,
2012-11-20 00:00:00.000,2012-11-20 12:18:43.503,1353387600000,1353431923503,themes-panel-drawer-open,
2012-11-20 00:00:00.000,2012-11-20 12:18:43.504,1353387600000,1353431923504,nav-reset-home-view,
2012-11-20 00:00:00.000,2012-11-20 12:18:43.506,1353387600000,1353431923506,nav-move-start,
2012-11-20 00:00:00.000,2012-11-20 12:18:46.989,1353387600000,1353431926989,themes-panel-drawer-close,
2012-11-20 00:00:00.000,2012-11-20 12:18:46.991,1353387600000,1353431926991,nav-interest-point,ip2
2012-11-20 00:00:00.000,2012-11-20 12:18:49.497,1353387600000,1353431929497,nav-move-finish,
